No_Faktur,Bulan_Pembelian,Nama_Mobil,Wilayah,Gender_Pembeli,Pekerjaan_Pembeli,Umur_Pembeli,Pendapatan_Bulanan_Juta
INV/2026/01725,Maret,Toyota Avanza,Jawa Tengah (Semarang),Pria,Professional (Dokter/Pengacara),62,12.6
INV/2026/01726,Maret,Mitsubishi Xpander,Jawa Barat (Bandung),Wanita,BUMN,33,5.7
INV/2026/01727,Oktober,Honda HR-V,Jawa Tengah (Semarang),Wanita,Rumah Tangga,29,18.2
INV/2026/01728,Januari,Mitsubishi Xpander,Sumatera Utara (Medan),Wanita,Karyawan Swasta,29,20.9
INV/2026/01729,November,Honda HR-V,DKI Jakarta,Pria,Rumah Tangga,49,4.4
INV/2026/01730,Februari,Toyota Innova Zenix,Jawa Barat (Bandung),Pria,Professional (Dokter/Pengacara),41,18.1
INV/2026/01731,Mei,Honda HR-V,Jawa Barat (Bandung),Wanita,Pengusaha,28,19.0
INV/2026/01732,Agustus,Honda HR-V,Jawa Barat (Bandung),Wanita,Pengusaha,32,13.6
INV/2026/01733,November,Honda HR-V,Jawa Timur (Surabaya),Pria,PNS,41,21.0
INV/2026/01734,Juli,Toyota Avanza,Jawa Timur (Surabaya),Pria,Professional (Dokter/Pengacara),37,16.9
INV/2026/01735,Agustus,Mitsubishi Xpander,DKI Jakarta,Wanita,Professional (Dokter/Pengacara),25,20.3
INV/2026/01736,Oktober,Mitsubishi Xpander,Jawa Tengah (Semarang),Wanita,PNS,27,22.3
INV/2026/01737,Agustus,Honda Brio,Jawa Tengah (Semarang),Wanita,PNS,43,22.3
INV/2026/01738,Juli,Toyota Avanza,DKI Jakarta,Wanita,Rumah Tangga,47,26.1
INV/2026/01739,Mei,Toyota Avanza,DKI Jakarta,Wanita,PNS,24,20.7
INV/2026/01740,April,Toyota Avanza,Sumatera Utara (Medan),Wanita,BUMN,62,14.2
INV/2026/01741,September,Honda Brio,Sumatera Utara (Medan),Pria,Rumah Tangga,63,12.8
INV/2026/01742,Februari,Daihatsu Sigra,DKI Jakarta,Pria,PNS,35,9.5
INV/2026/01743,Juni,Toyota Avanza,Sulawesi Selatan (Makassar),Pria,Professional (Dokter/Pengacara),32,19.2
INV/2026/01744,Juli,Toyota Avanza,Jawa Tengah (Semarang),Wanita,Pengusaha,39,28.6
INV/2026/01745,Februari,Toyota Rush,Jawa Timur (Surabaya),Wanita,Professional (Dokter/Pengacara),33,15.1
INV/2026/01746,Mei,Honda Brio,Jawa Timur (Surabaya),Wanita,Pengusaha,44,21.6
INV/2026/01747,November,Daihatsu Sigra,Jawa Barat (Bandung),Pria,BUMN,33,12.0
INV/2026/01748,November,Toyota Rush,DKI Jakarta,Wanita,Karyawan Swasta,34,19.6
INV/2026/01749,Oktober,Toyota Avanza,Sumatera Utara (Medan),Wanita,PNS,46,28.1
INV/2026/01750,Agustus,Toyota Avanza,Jawa Barat (Bandung),Pria,Pengusaha,40,23.5
INV/2026/01751,September,Toyota Innova Zenix,Jawa Timur (Surabaya),Wanita,BUMN,57,5.4
INV/2026/01752,November,Daihatsu Sigra,DKI Jakarta,Pria,Karyawan Swasta,29,22.6
INV/2026/01753,Mei,Mitsubishi Xpander,Jawa Timur (Surabaya),Wanita,BUMN,50,22.9
INV/2026/01754,Januari,Toyota Avanza,Sulawesi Selatan (Makassar),Pria,Rumah Tangga,53,19.4
INV/2026/01755,April,Honda HR-V,Jawa Barat (Bandung),Pria,Rumah Tangga,39,23.3
INV/2026/01756,Juli,Honda Brio,DKI Jakarta,Wanita,Professional (Dokter/Pengacara),27,11.3
INV/2026/01757,Oktober,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Pria,Professional (Dokter/Pengacara),39,18.5
INV/2026/01758,Januari,Mitsubishi Xpander,Sulawesi Selatan (Makassar),Pria,Rumah Tangga,40,26.9
INV/2026/01759,Januari,Mitsubishi Xpander,Sumatera Utara (Medan),Pria,BUMN,43,26.2
INV/2026/01760,April,Honda HR-V,DKI Jakarta,Wanita,Pengusaha,58,22.4
INV/2026/01761,Mei,Toyota Innova Zenix,Jawa Tengah (Semarang),Pria,Rumah Tangga,53,10.9
INV/2026/01762,April,Honda Brio,Sumatera Utara (Medan),Pria,Karyawan Swasta,62,9.7
INV/2026/01763,Maret,Honda HR-V,Sulawesi Selatan (Makassar),Wanita,Professional (Dokter/Pengacara),24,18.9
INV/2026/01764,Mei,Mitsubishi Xpander,DKI Jakarta,Wanita,Karyawan Swasta,49,19.4
INV/2026/01765,Mei,Mitsubishi Xpander,DKI Jakarta,Wanita,BUMN,31,17.2
INV/2026/01766,Juni,Daihatsu Sigra,DKI Jakarta,Pria,Pengusaha,56,11.6
INV/2026/01767,Februari,Toyota Rush,DKI Jakarta,Wanita,Rumah Tangga,50,21.5
INV/2026/01768,Januari,Mitsubishi Xpander,Sumatera Utara (Medan),Wanita,Professional (Dokter/Pengacara),36,18.9
INV/2026/01769,Agustus,Toyota Avanza,Jawa Timur (Surabaya),Wanita,Karyawan Swasta,54,20.3
INV/2026/01770,Desember,Toyota Avanza,Jawa Tengah (Semarang),Wanita,Rumah Tangga,28,22.7
INV/2026/01771,Juli,Honda HR-V,DKI Jakarta,Pria,Professional (Dokter/Pengacara),33,15.8
INV/2026/01772,Maret,Toyota Innova Zenix,Jawa Barat (Bandung),Wanita,Pengusaha,51,14.1
INV/2026/01773,Maret,Toyota Rush,DKI Jakarta,Wanita,Karyawan Swasta,42,26.9
INV/2026/01774,Juli,Toyota Innova Zenix,Sumatera Utara (Medan),Pria,Professional (Dokter/Pengacara),52,11.9
INV/2026/01775,September,Toyota Rush,DKI Jakarta,Wanita,Rumah Tangga,45,14.2
INV/2026/01776,Desember,Honda Brio,Jawa Timur (Surabaya),Wanita,Pengusaha,41,27.9
INV/2026/01777,April,Honda Brio,Sulawesi Selatan (Makassar),Wanita,Pengusaha,58,13.6
INV/2026/01778,September,Toyota Rush,Jawa Tengah (Semarang),Wanita,Professional (Dokter/Pengacara),25,17.2
INV/2026/01779,September,Daihatsu Sigra,Sumatera Utara (Medan),Wanita,Rumah Tangga,49,14.7
INV/2026/01780,November,Toyota Innova Zenix,DKI Jakarta,Pria,Rumah Tangga,41,4.0
INV/2026/01781,Juni,Daihatsu Sigra,DKI Jakarta,Pria,Pengusaha,45,17.0
INV/2026/01782,Februari,Honda Brio,Jawa Tengah (Semarang),Wanita,BUMN,53,9.9
INV/2026/01783,Juli,Mitsubishi Xpander,DKI Jakarta,Wanita,Rumah Tangga,62,20.0
INV/2026/01784,Desember,Honda HR-V,Sulawesi Selatan (Makassar),Pria,BUMN,57,26.8
INV/2026/01785,Januari,Daihatsu Sigra,DKI Jakarta,Wanita,Pengusaha,55,4.0
INV/2026/01786,Juli,Mitsubishi Xpander,Jawa Timur (Surabaya),Wanita,Karyawan Swasta,57,14.7
INV/2026/01787,Januari,Daihatsu Sigra,Sumatera Utara (Medan),Pria,PNS,23,21.6
INV/2026/01788,Agustus,Daihatsu Sigra,Sumatera Utara (Medan),Pria,Pengusaha,36,4.0
INV/2026/01789,Februari,Honda Brio,DKI Jakarta,Wanita,Pengusaha,55,28.7
INV/2026/01790,Juni,Honda HR-V,Sulawesi Selatan (Makassar),Wanita,Pengusaha,57,21.0
INV/2026/01791,Oktober,Honda HR-V,Sumatera Utara (Medan),Wanita,BUMN,27,26.7
INV/2026/01792,Juli,Honda HR-V,Jawa Barat (Bandung),Wanita,BUMN,60,13.5
INV/2026/01793,Oktober,Daihatsu Sigra,Sulawesi Selatan (Makassar),Pria,BUMN,63,14.5
INV/2026/01794,Juli,Honda Brio,Jawa Tengah (Semarang),Pria,Pengusaha,33,16.7
INV/2026/01795,Desember,Daihatsu Sigra,Sulawesi Selatan (Makassar),Pria,Rumah Tangga,24,35.1
INV/2026/01796,November,Honda HR-V,DKI Jakarta,Pria,Professional (Dokter/Pengacara),39,28.5
INV/2026/01797,Juli,Honda HR-V,Sumatera Utara (Medan),Pria,Pengusaha,61,19.1
INV/2026/01798,Mei,Daihatsu Sigra,Sumatera Utara (Medan),Wanita,Karyawan Swasta,42,20.0
INV/2026/01799,Februari,Toyota Innova Zenix,Sumatera Utara (Medan),Pria,Rumah Tangga,36,23.1
INV/2026/01800,Juli,Toyota Innova Zenix,Sumatera Utara (Medan),Wanita,Professional (Dokter/Pengacara),54,37.1
INV/2026/01801,Januari,Honda Brio,Sulawesi Selatan (Makassar),Pria,PNS,56,21.1
INV/2026/01802,Juni,Daihatsu Sigra,Sulawesi Selatan (Makassar),Pria,Rumah Tangga,47,18.4
INV/2026/01803,Maret,Mitsubishi Xpander,DKI Jakarta,Wanita,BUMN,29,15.3
INV/2026/01804,Oktober,Toyota Rush,Jawa Timur (Surabaya),Pria,Karyawan Swasta,57,19.9
INV/2026/01805,Agustus,Toyota Avanza,Jawa Tengah (Semarang),Wanita,Rumah Tangga,51,13.3
INV/2026/01806,Desember,Honda Brio,Jawa Tengah (Semarang),Pria,PNS,44,22.0
INV/2026/01807,Juni,Toyota Innova Zenix,DKI Jakarta,Wanita,Pengusaha,63,6.5
INV/2026/01808,Februari,Toyota Innova Zenix,Sumatera Utara (Medan),Pria,BUMN,35,15.9
INV/2026/01809,Juli,Honda Brio,Sulawesi Selatan (Makassar),Pria,BUMN,35,23.9
INV/2026/01810,Februari,Toyota Innova Zenix,Jawa Timur (Surabaya),Wanita,Pengusaha,23,21.0
INV/2026/01811,April,Mitsubishi Xpander,Sulawesi Selatan (Makassar),Wanita,Pengusaha,58,14.3
INV/2026/01812,Juli,Toyota Innova Zenix,Jawa Barat (Bandung),Pria,Pengusaha,26,16.1
INV/2026/01813,Oktober,Toyota Avanza,DKI Jakarta,Pria,PNS,59,26.3
INV/2026/01814,Juli,Toyota Avanza,DKI Jakarta,Wanita,Rumah Tangga,62,8.3
INV/2026/01815,September,Daihatsu Sigra,DKI Jakarta,Pria,PNS,35,8.4
INV/2026/01816,Februari,Toyota Rush,Sulawesi Selatan (Makassar),Wanita,Rumah Tangga,60,10.6
INV/2026/01817,Juli,Toyota Rush,Jawa Tengah (Semarang),Pria,Pengusaha,46,17.9
INV/2026/01818,Mei,Toyota Rush,DKI Jakarta,Wanita,BUMN,41,7.1
INV/2026/01819,Desember,Mitsubishi Xpander,Sulawesi Selatan (Makassar),Pria,BUMN,23,25.6
INV/2026/01820,Juni,Toyota Innova Zenix,Jawa Barat (Bandung),Pria,Pengusaha,60,10.6
INV/2026/01821,April,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Pria,PNS,27,19.8
INV/2026/01822,Juni,Honda Brio,Jawa Barat (Bandung),Wanita,BUMN,38,13.4
INV/2026/01823,Maret,Daihatsu Sigra,Jawa Tengah (Semarang),Wanita,PNS,46,17.5
INV/2026/01824,Februari,Toyota Avanza,Sulawesi Selatan (Makassar),Pria,PNS,49,5.2
INV/2026/01825,September,Honda HR-V,Jawa Timur (Surabaya),Wanita,Professional (Dokter/Pengacara),23,26.0
INV/2026/01826,November,Honda Brio,Jawa Timur (Surabaya),Pria,Karyawan Swasta,56,10.3
INV/2026/01827,Februari,Toyota Rush,Sumatera Utara (Medan),Pria,Professional (Dokter/Pengacara),58,9.5
INV/2026/01828,September,Honda Brio,Sumatera Utara (Medan),Wanita,Rumah Tangga,26,37.0
INV/2026/01829,September,Toyota Innova Zenix,Jawa Tengah (Semarang),Pria,Rumah Tangga,22,22.4
INV/2026/01830,April,Toyota Avanza,Sulawesi Selatan (Makassar),Wanita,Professional (Dokter/Pengacara),61,25.7
INV/2026/01831,Juni,Toyota Rush,Sumatera Utara (Medan),Pria,Rumah Tangga,33,21.7
INV/2026/01832,Juni,Honda Brio,Jawa Barat (Bandung),Pria,Rumah Tangga,57,14.4
INV/2026/01833,Desember,Toyota Rush,Jawa Barat (Bandung),Wanita,Professional (Dokter/Pengacara),44,7.5
INV/2026/01834,November,Toyota Innova Zenix,Jawa Barat (Bandung),Pria,Pengusaha,52,15.6
INV/2026/01835,Maret,Daihatsu Sigra,DKI Jakarta,Pria,Pengusaha,32,10.2
INV/2026/01836,April,Mitsubishi Xpander,DKI Jakarta,Pria,Professional (Dokter/Pengacara),31,10.7
INV/2026/01837,Februari,Toyota Rush,Jawa Barat (Bandung),Wanita,PNS,24,5.3
INV/2026/01838,Maret,Toyota Avanza,Jawa Timur (Surabaya),Wanita,Pengusaha,35,18.9
INV/2026/01839,Mei,Daihatsu Sigra,Sulawesi Selatan (Makassar),Wanita,Karyawan Swasta,37,30.6
INV/2026/01840,April,Toyota Innova Zenix,Sumatera Utara (Medan),Pria,BUMN,31,22.5
INV/2026/01841,Maret,Mitsubishi Xpander,Sulawesi Selatan (Makassar),Wanita,PNS,50,17.2
INV/2026/01842,Oktober,Honda Brio,Jawa Tengah (Semarang),Wanita,PNS,31,17.7
INV/2026/01843,Maret,Daihatsu Sigra,Jawa Timur (Surabaya),Pria,PNS,33,4.0
INV/2026/01844,November,Honda Brio,Jawa Timur (Surabaya),Pria,BUMN,51,14.6
INV/2026/01845,Februari,Honda Brio,Sulawesi Selatan (Makassar),Wanita,Professional (Dokter/Pengacara),62,6.6
INV/2026/01846,Maret,Mitsubishi Xpander,Sulawesi Selatan (Makassar),Wanita,BUMN,22,19.1
INV/2026/01847,November,Mitsubishi Xpander,Jawa Barat (Bandung),Pria,Rumah Tangga,26,15.9
INV/2026/01848,Agustus,Honda HR-V,Jawa Barat (Bandung),Wanita,Rumah Tangga,41,11.0
INV/2026/01849,Agustus,Honda HR-V,Sumatera Utara (Medan),Wanita,Karyawan Swasta,29,18.9
INV/2026/01850,Oktober,Honda HR-V,Jawa Timur (Surabaya),Pria,Pengusaha,64,18.8
INV/2026/01851,Oktober,Honda Brio,Sulawesi Selatan (Makassar),Wanita,Professional (Dokter/Pengacara),33,30.1
INV/2026/01852,Agustus,Toyota Rush,Jawa Timur (Surabaya),Wanita,BUMN,22,23.5
INV/2026/01853,November,Honda Brio,Jawa Timur (Surabaya),Wanita,BUMN,41,19.7
INV/2026/01854,Oktober,Mitsubishi Xpander,Jawa Timur (Surabaya),Wanita,Professional (Dokter/Pengacara),49,10.4
INV/2026/01855,November,Toyota Innova Zenix,DKI Jakarta,Pria,Karyawan Swasta,64,9.4
INV/2026/01856,November,Toyota Avanza,Sulawesi Selatan (Makassar),Pria,Pengusaha,58,22.8
INV/2026/01857,Oktober,Honda Brio,Sulawesi Selatan (Makassar),Pria,BUMN,58,16.4
INV/2026/01858,Juni,Honda HR-V,Jawa Tengah (Semarang),Wanita,Pengusaha,33,20.0
INV/2026/01859,November,Mitsubishi Xpander,Jawa Tengah (Semarang),Pria,Professional (Dokter/Pengacara),58,25.8
INV/2026/01860,Juni,Daihatsu Sigra,Jawa Barat (Bandung),Pria,Karyawan Swasta,49,5.9
INV/2026/01861,Maret,Toyota Rush,DKI Jakarta,Wanita,Pengusaha,36,29.2
INV/2026/01862,Agustus,Toyota Rush,Jawa Barat (Bandung),Wanita,Karyawan Swasta,27,25.8
INV/2026/01863,Februari,Daihatsu Sigra,Sulawesi Selatan (Makassar),Wanita,PNS,41,4.0
INV/2026/01864,Agustus,Toyota Rush,Sulawesi Selatan (Makassar),Pria,Pengusaha,35,36.8
INV/2026/01865,Agustus,Honda HR-V,DKI Jakarta,Pria,Rumah Tangga,23,20.6
INV/2026/01866,November,Honda HR-V,Sumatera Utara (Medan),Wanita,BUMN,30,14.2
INV/2026/01867,Mei,Toyota Innova Zenix,Jawa Timur (Surabaya),Pria,Professional (Dokter/Pengacara),58,22.2
INV/2026/01868,Mei,Toyota Innova Zenix,Jawa Barat (Bandung),Wanita,BUMN,41,10.2
INV/2026/01869,Oktober,Honda HR-V,Jawa Barat (Bandung),Pria,Professional (Dokter/Pengacara),47,22.4
INV/2026/01870,Januari,Honda HR-V,Jawa Tengah (Semarang),Wanita,Rumah Tangga,50,11.7
INV/2026/01871,Juni,Daihatsu Sigra,Jawa Barat (Bandung),Pria,Karyawan Swasta,22,34.2
INV/2026/01872,September,Toyota Rush,DKI Jakarta,Wanita,Pengusaha,56,18.5
INV/2026/01873,Februari,Toyota Innova Zenix,Jawa Timur (Surabaya),Wanita,Professional (Dokter/Pengacara),27,23.2
INV/2026/01874,Mei,Honda Brio,Jawa Barat (Bandung),Pria,Rumah Tangga,58,11.7
INV/2026/01875,Agustus,Mitsubishi Xpander,Jawa Tengah (Semarang),Wanita,PNS,26,24.5
INV/2026/01876,Agustus,Toyota Rush,Sumatera Utara (Medan),Wanita,Pengusaha,54,17.9
INV/2026/01877,Januari,Toyota Avanza,Jawa Tengah (Semarang),Wanita,BUMN,35,6.7
INV/2026/01878,Januari,Mitsubishi Xpander,Jawa Tengah (Semarang),Wanita,BUMN,33,16.1
INV/2026/01879,Juni,Mitsubishi Xpander,Sumatera Utara (Medan),Wanita,BUMN,63,33.4
INV/2026/01880,Mei,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Wanita,Pengusaha,41,24.9
INV/2026/01881,Februari,Toyota Avanza,Jawa Tengah (Semarang),Wanita,Pengusaha,45,15.0
INV/2026/01882,November,Honda HR-V,Jawa Timur (Surabaya),Wanita,Pengusaha,64,4.0
INV/2026/01883,Februari,Honda Brio,Sulawesi Selatan (Makassar),Pria,Karyawan Swasta,55,11.3
INV/2026/01884,Oktober,Daihatsu Sigra,Sulawesi Selatan (Makassar),Pria,Rumah Tangga,46,6.7
INV/2026/01885,Oktober,Honda Brio,Jawa Timur (Surabaya),Pria,Karyawan Swasta,50,4.0
INV/2026/01886,September,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Wanita,Pengusaha,60,24.3
INV/2026/01887,Juli,Honda HR-V,Jawa Timur (Surabaya),Pria,PNS,52,18.5
INV/2026/01888,Agustus,Daihatsu Sigra,Sumatera Utara (Medan),Pria,Professional (Dokter/Pengacara),64,32.4
INV/2026/01889,Oktober,Honda Brio,Jawa Timur (Surabaya),Wanita,Rumah Tangga,44,10.0
INV/2026/01890,September,Mitsubishi Xpander,Jawa Barat (Bandung),Wanita,Rumah Tangga,59,18.0
INV/2026/01891,Desember,Toyota Innova Zenix,DKI Jakarta,Wanita,Karyawan Swasta,41,6.8
INV/2026/01892,Januari,Toyota Avanza,Sumatera Utara (Medan),Wanita,BUMN,44,13.2
INV/2026/01893,Agustus,Mitsubishi Xpander,DKI Jakarta,Pria,Pengusaha,37,16.2
INV/2026/01894,Oktober,Toyota Avanza,Sumatera Utara (Medan),Wanita,Pengusaha,63,15.0
INV/2026/01895,November,Daihatsu Sigra,Jawa Barat (Bandung),Wanita,Karyawan Swasta,29,18.4
INV/2026/01896,April,Toyota Avanza,DKI Jakarta,Wanita,Karyawan Swasta,42,25.8
INV/2026/01897,Juni,Mitsubishi Xpander,Jawa Tengah (Semarang),Wanita,PNS,22,24.9
INV/2026/01898,Oktober,Toyota Avanza,Jawa Barat (Bandung),Pria,BUMN,29,11.8
INV/2026/01899,Agustus,Toyota Innova Zenix,Jawa Tengah (Semarang),Pria,Professional (Dokter/Pengacara),50,17.8
INV/2026/01900,September,Toyota Innova Zenix,Jawa Barat (Bandung),Pria,BUMN,53,24.4
INV/2026/01901,Maret,Mitsubishi Xpander,Sumatera Utara (Medan),Wanita,Rumah Tangga,59,26.3
INV/2026/01902,Januari,Honda HR-V,Sulawesi Selatan (Makassar),Wanita,Professional (Dokter/Pengacara),26,12.7
INV/2026/01903,Agustus,Honda Brio,Jawa Barat (Bandung),Wanita,BUMN,43,23.7
INV/2026/01904,Februari,Honda HR-V,Jawa Barat (Bandung),Pria,BUMN,55,20.6
INV/2026/01905,Juni,Toyota Avanza,Sumatera Utara (Medan),Pria,BUMN,22,9.5
INV/2026/01906,Desember,Mitsubishi Xpander,Jawa Tengah (Semarang),Pria,BUMN,47,24.4
INV/2026/01907,Februari,Toyota Avanza,Jawa Timur (Surabaya),Wanita,Professional (Dokter/Pengacara),64,19.2
INV/2026/01908,September,Mitsubishi Xpander,Jawa Tengah (Semarang),Pria,PNS,31,4.1
INV/2026/01909,November,Toyota Avanza,Sumatera Utara (Medan),Pria,Rumah Tangga,51,15.6
INV/2026/01910,Maret,Honda Brio,Jawa Barat (Bandung),Wanita,Pengusaha,39,18.3
INV/2026/01911,Januari,Mitsubishi Xpander,Sumatera Utara (Medan),Wanita,Rumah Tangga,38,13.2
INV/2026/01912,April,Toyota Innova Zenix,Jawa Barat (Bandung),Wanita,Rumah Tangga,47,27.8
INV/2026/01913,Desember,Honda Brio,DKI Jakarta,Wanita,Rumah Tangga,29,28.1
INV/2026/01914,Agustus,Toyota Innova Zenix,Jawa Timur (Surabaya),Pria,Rumah Tangga,61,14.9
INV/2026/01915,Agustus,Toyota Rush,DKI Jakarta,Wanita,PNS,33,14.1
INV/2026/01916,September,Toyota Rush,DKI Jakarta,Pria,Rumah Tangga,48,17.0
INV/2026/01917,September,Honda Brio,Jawa Timur (Surabaya),Wanita,BUMN,29,16.4
INV/2026/01918,Oktober,Toyota Innova Zenix,DKI Jakarta,Wanita,PNS,46,13.3
INV/2026/01919,Maret,Honda Brio,Sulawesi Selatan (Makassar),Wanita,Pengusaha,25,4.0
INV/2026/01920,Juni,Honda HR-V,DKI Jakarta,Wanita,Pengusaha,54,32.0
INV/2026/01921,Juni,Toyota Rush,Jawa Barat (Bandung),Pria,Rumah Tangga,22,18.0
INV/2026/01922,Mei,Toyota Avanza,Jawa Timur (Surabaya),Wanita,BUMN,40,16.6
INV/2026/01923,Juli,Toyota Innova Zenix,Sumatera Utara (Medan),Pria,Professional (Dokter/Pengacara),52,20.6
INV/2026/01924,Juli,Toyota Avanza,Jawa Barat (Bandung),Wanita,Karyawan Swasta,37,17.4
INV/2026/01925,Juni,Toyota Rush,Jawa Tengah (Semarang),Wanita,Karyawan Swasta,35,14.6
INV/2026/01926,November,Toyota Rush,Sulawesi Selatan (Makassar),Pria,Pengusaha,26,10.0
INV/2026/01927,Oktober,Mitsubishi Xpander,Jawa Timur (Surabaya),Pria,Karyawan Swasta,62,4.0
INV/2026/01928,Januari,Toyota Avanza,DKI Jakarta,Wanita,PNS,47,7.2
INV/2026/01929,November,Toyota Innova Zenix,DKI Jakarta,Pria,PNS,49,9.1
INV/2026/01930,November,Toyota Rush,Jawa Barat (Bandung),Wanita,Pengusaha,23,23.2
INV/2026/01931,Juni,Honda Brio,Jawa Barat (Bandung),Pria,Professional (Dokter/Pengacara),27,23.8
INV/2026/01932,Februari,Toyota Avanza,Jawa Timur (Surabaya),Pria,Rumah Tangga,30,10.9
INV/2026/01933,Juni,Daihatsu Sigra,Jawa Barat (Bandung),Pria,Karyawan Swasta,54,4.0
INV/2026/01934,Februari,Honda Brio,Jawa Barat (Bandung),Wanita,BUMN,62,18.1
INV/2026/01935,September,Mitsubishi Xpander,Jawa Timur (Surabaya),Pria,BUMN,46,14.6
INV/2026/01936,November,Mitsubishi Xpander,Jawa Tengah (Semarang),Pria,PNS,34,14.4
INV/2026/01937,Juli,Toyota Rush,Jawa Barat (Bandung),Wanita,Karyawan Swasta,30,25.6
INV/2026/01938,Mei,Toyota Innova Zenix,Jawa Timur (Surabaya),Wanita,Professional (Dokter/Pengacara),34,19.1
INV/2026/01939,Mei,Toyota Rush,Sulawesi Selatan (Makassar),Wanita,Karyawan Swasta,52,10.2
INV/2026/01940,Desember,Honda Brio,Jawa Barat (Bandung),Pria,PNS,62,8.3
INV/2026/01941,November,Toyota Rush,Jawa Barat (Bandung),Pria,Pengusaha,32,15.9
INV/2026/01942,Oktober,Toyota Avanza,Jawa Barat (Bandung),Pria,Pengusaha,25,10.7
INV/2026/01943,Maret,Toyota Avanza,DKI Jakarta,Wanita,Rumah Tangga,55,17.4
INV/2026/01944,Juni,Toyota Rush,Jawa Barat (Bandung),Pria,BUMN,59,26.2
INV/2026/01945,Februari,Honda HR-V,Jawa Timur (Surabaya),Wanita,Karyawan Swasta,25,7.0
INV/2026/01946,Oktober,Mitsubishi Xpander,DKI Jakarta,Pria,Karyawan Swasta,59,18.7
INV/2026/01947,November,Honda Brio,DKI Jakarta,Wanita,Pengusaha,40,25.3
INV/2026/01948,Maret,Toyota Rush,Jawa Tengah (Semarang),Pria,Rumah Tangga,27,17.3
INV/2026/01949,Juni,Honda Brio,Jawa Barat (Bandung),Wanita,BUMN,55,23.8
INV/2026/01950,Mei,Mitsubishi Xpander,Sumatera Utara (Medan),Pria,Pengusaha,39,15.7
INV/2026/01951,November,Honda HR-V,Jawa Tengah (Semarang),Pria,Rumah Tangga,34,19.4
INV/2026/01952,Desember,Toyota Avanza,DKI Jakarta,Wanita,BUMN,62,21.5
INV/2026/01953,November,Mitsubishi Xpander,Jawa Timur (Surabaya),Pria,Rumah Tangga,44,13.4
INV/2026/01954,Juli,Honda Brio,Jawa Barat (Bandung),Pria,PNS,40,33.9
INV/2026/01955,Maret,Honda HR-V,Jawa Timur (Surabaya),Wanita,Rumah Tangga,32,22.6
INV/2026/01956,Oktober,Toyota Rush,Sumatera Utara (Medan),Pria,Karyawan Swasta,22,28.4
INV/2026/01957,Desember,Toyota Avanza,Jawa Barat (Bandung),Pria,Karyawan Swasta,45,26.6
INV/2026/01958,Februari,Daihatsu Sigra,Jawa Timur (Surabaya),Pria,PNS,28,20.6
INV/2026/01959,Mei,Honda HR-V,Jawa Timur (Surabaya),Wanita,Pengusaha,46,29.1
INV/2026/01960,September,Mitsubishi Xpander,Jawa Tengah (Semarang),Pria,Professional (Dokter/Pengacara),42,19.5
INV/2026/01961,Juli,Honda Brio,Jawa Barat (Bandung),Pria,PNS,36,12.2
INV/2026/01962,November,Honda Brio,Sulawesi Selatan (Makassar),Wanita,Rumah Tangga,22,18.1
INV/2026/01963,Juni,Honda HR-V,Sulawesi Selatan (Makassar),Wanita,Rumah Tangga,33,10.0
INV/2026/01964,Maret,Toyota Innova Zenix,Sumatera Utara (Medan),Pria,BUMN,28,4.0
INV/2026/01965,November,Toyota Innova Zenix,Jawa Tengah (Semarang),Pria,Pengusaha,36,11.2
INV/2026/01966,Desember,Mitsubishi Xpander,DKI Jakarta,Pria,Karyawan Swasta,42,18.6
INV/2026/01967,Desember,Honda HR-V,DKI Jakarta,Pria,BUMN,40,26.5
INV/2026/01968,November,Honda HR-V,Jawa Barat (Bandung),Wanita,Pengusaha,50,11.2
INV/2026/01969,September,Toyota Avanza,Jawa Barat (Bandung),Pria,Karyawan Swasta,46,26.1
INV/2026/01970,Februari,Honda HR-V,Jawa Barat (Bandung),Pria,BUMN,54,8.3
INV/2026/01971,November,Daihatsu Sigra,Jawa Barat (Bandung),Pria,Professional (Dokter/Pengacara),53,10.6
INV/2026/01972,November,Daihatsu Sigra,Sulawesi Selatan (Makassar),Pria,Professional (Dokter/Pengacara),56,29.6
INV/2026/01973,Juli,Toyota Avanza,Sumatera Utara (Medan),Wanita,Karyawan Swasta,59,18.4
INV/2026/01974,September,Toyota Innova Zenix,Jawa Tengah (Semarang),Wanita,Pengusaha,47,16.6
INV/2026/01975,Juni,Honda Brio,Jawa Timur (Surabaya),Pria,Rumah Tangga,32,19.9
INV/2026/01976,Januari,Honda HR-V,Jawa Timur (Surabaya),Pria,BUMN,56,8.3
INV/2026/01977,Juni,Toyota Innova Zenix,Sulawesi Selatan (Makassar),Wanita,Professional (Dokter/Pengacara),29,15.4
INV/2026/01978,Mei,Mitsubishi Xpander,Sumatera Utara (Medan),Pria,Karyawan Swasta,35,18.0
INV/2026/01979,Maret,Toyota Innova Zenix,Jawa Tengah (Semarang),Pria,BUMN,31,27.9
INV/2026/01980,April,Toyota Avanza,Jawa Barat (Bandung),Wanita,Karyawan Swasta,23,4.6
INV/2026/01981,Juni,Toyota Rush,DKI Jakarta,Pria,Pengusaha,30,32.1
